"Country or Area","Year(s)","Variant","Value"
"Saint Vincent and the Grenadines","2039","Momentum","106.455"
"Saint Vincent and the Grenadines","2039","Instant replacement zero migration","112.689"
"Saint Vincent and the Grenadines","2039","Median PI","104.182"
"Saint Vincent and the Grenadines","2039","Upper 80 PI","107.671"
"Saint Vincent and the Grenadines","2039","Lower 80 PI","100.321"
"Saint Vincent and the Grenadines","2039","Upper 95 PI","109.571"
"Saint Vincent and the Grenadines","2039","Lower 95 PI","98.346"
"Saint Vincent and the Grenadines","2038","Medium","104.277"
"Saint Vincent and the Grenadines","2038","High","108.955"
"Saint Vincent and the Grenadines","2038","Low","99.6"
"Saint Vincent and the Grenadines","2038","Constant fertility","104.852"
"Saint Vincent and the Grenadines","2038","Instant replacement","108.325"
"Saint Vincent and the Grenadines","2038","Zero migration","108.085"
"Saint Vincent and the Grenadines","2038","Constant mortality","98.461"
"Saint Vincent and the Grenadines","2038","No change","99.034"
"Saint Vincent and the Grenadines","2038","Momentum","106.374"
"Saint Vincent and the Grenadines","2038","Instant replacement zero migration","112.255"
"Saint Vincent and the Grenadines","2038","Median PI","104.277"
"Saint Vincent and the Grenadines","2038","Upper 80 PI","107.563"
"Saint Vincent and the Grenadines","2038","Lower 80 PI","100.659"
"Saint Vincent and the Grenadines","2038","Upper 95 PI","109.333"
"Saint Vincent and the Grenadines","2038","Lower 95 PI","98.807"
"Saint Vincent and the Grenadines","2037","Medium","104.348"
"Saint Vincent and the Grenadines","2037","High","108.674"
"Saint Vincent and the Grenadines","2037","Low","100.028"
"Saint Vincent and the Grenadines","2037","Constant fertility","104.871"
"Saint Vincent and the Grenadines","2037","Instant replacement","108.14"
"Saint Vincent and the Grenadines","2037","Zero migration","107.906"
"Saint Vincent and the Grenadines","2037","Constant mortality","98.881"
"Saint Vincent and the Grenadines","2037","No change","99.4"
"Saint Vincent and the Grenadines","2037","Momentum","106.283"
"Saint Vincent and the Grenadines","2037","Instant replacement zero migration","111.803"
"Saint Vincent and the Grenadines","2037","Median PI","104.348"
"Saint Vincent and the Grenadines","2037","Upper 80 PI","107.408"
"Saint Vincent and the Grenadines","2037","Lower 80 PI","100.965"
"Saint Vincent and the Grenadines","2037","Upper 95 PI","109.103"
"Saint Vincent and the Grenadines","2037","Lower 95 PI","99.209"
"Saint Vincent and the Grenadines","2036","Medium","104.401"
"Saint Vincent and the Grenadines","2036","High","108.369"
"Saint Vincent and the Grenadines","2036","Low","100.433"
"Saint Vincent and the Grenadines","2036","Constant fertility","104.87"
"Saint Vincent and the Grenadines","2036","Instant replacement","107.934"
"Saint Vincent and the Grenadines","2036","Zero migration","107.702"
"Saint Vincent and the Grenadines","2036","Constant mortality","99.288"
"Saint Vincent and the Grenadines","2036","No change","99.754"
"Saint Vincent and the Grenadines","2036","Momentum","106.173"
"Saint Vincent and the Grenadines","2036","Instant replacement zero migration","111.329"
"Saint Vincent and the Grenadines","2036","Median PI","104.402"
"Saint Vincent and the Grenadines","2036","Upper 80 PI","107.247"
"Saint Vincent and the Grenadines","2036","Lower 80 PI","101.267"
"Saint Vincent and the Grenadines","2036","Upper 95 PI","108.876"
"Saint Vincent and the Grenadines","2036","Lower 95 PI","99.582"
"Saint Vincent and the Grenadines","2035","Medium","104.438"
"Saint Vincent and the Grenadines","2035","High","108.048"
"Saint Vincent and the Grenadines","2035","Low","100.825"
"Saint Vincent and the Grenadines","2035","Constant fertility","104.854"
"Saint Vincent and the Grenadines","2035","Instant replacement","107.715"
"Saint Vincent and the Grenadines","2035","Zero migration","107.484"
"Saint Vincent and the Grenadines","2035","Constant mortality","99.677"
"Saint Vincent and the Grenadines","2035","No change","100.092"
"Saint Vincent and the Grenadines","2035","Momentum","106.051"
"Saint Vincent and the Grenadines","2035","Instant replacement zero migration","110.844"
"Saint Vincent and the Grenadines","2035","Median PI","104.438"
"Saint Vincent and the Grenadines","2035","Upper 80 PI","107.08"
"Saint Vincent and the Grenadines","2035","Lower 80 PI","101.541"
"Saint Vincent and the Grenadines","2035","Upper 95 PI","108.621"
"Saint Vincent and the Grenadines","2035","Lower 95 PI","99.948"
"Saint Vincent and the Grenadines","2034","Medium","104.447"
"Saint Vincent and the Grenadines","2034","High","107.701"
"Saint Vincent and the Grenadines","2034","Low","101.194"
"Saint Vincent and the Grenadines","2034","Constant fertility","104.814"
"Saint Vincent and the Grenadines","2034","Instant replacement","107.474"
"Saint Vincent and the Grenadines","2034","Zero migration","107.247"
"Saint Vincent and the Grenadines","2034","Constant mortality","100.049"
"Saint Vincent and the Grenadines","2034","No change","100.414"
"Saint Vincent and the Grenadines","2034","Momentum","105.916"
"Saint Vincent and the Grenadines","2034","Instant replacement zero migration","110.343"
"Saint Vincent and the Grenadines","2034","Median PI","104.446"
"Saint Vincent and the Grenadines","2034","Upper 80 PI","106.862"
"Saint Vincent and the Grenadines","2034","Lower 80 PI","101.776"
"Saint Vincent and the Grenadines","2034","Upper 95 PI","108.319"
"Saint Vincent and the Grenadines","2034","Lower 95 PI","100.274"
"Saint Vincent and the Grenadines","2033","Medium","104.441"
"Saint Vincent and the Grenadines","2033","High","107.334"
"Saint Vincent and the Grenadines","2033","Low","101.544"
"Saint Vincent and the Grenadines","2033","Constant fertility","104.757"
"Saint Vincent and the Grenadines","2033","Instant replacement","107.212"
"Saint Vincent and the Grenadines","2033","Zero migration","106.999"
"Saint Vincent and the Grenadines","2033","Constant mortality","100.413"
"Saint Vincent and the Grenadines","2033","No change","100.73"
"Saint Vincent and the Grenadines","2033","Momentum","105.77"
"Saint Vincent and the Grenadines","2033","Instant replacement zero migration","109.831"
"Saint Vincent and the Grenadines","2033","Median PI","104.44"
"Saint Vincent and the Grenadines","2033","Upper 80 PI","106.65"
"Saint Vincent and the Grenadines","2033","Lower 80 PI","102.01"
"Saint Vincent and the Grenadines","2033","Upper 95 PI","108.027"
"Saint Vincent and the Grenadines","2033","Lower 95 PI","100.599"
"Saint Vincent and the Grenadines","2032","Medium","104.417"
"Saint Vincent and the Grenadines","2032","High","106.951"
"Saint Vincent and the Grenadines","2032","Low","101.88"
"Saint Vincent and the Grenadines","2032","Constant fertility","104.683"
"Saint Vincent and the Grenadines","2032","Instant replacement","106.932"
"Saint Vincent and the Grenadines","2032","Zero migration","106.737"
"Saint Vincent and the Grenadines","2032","Constant mortality","100.757"
"Saint Vincent and the Grenadines","2032","No change","101.025"
"Saint Vincent and the Grenadines","2032","Momentum","105.618"
"Saint Vincent and the Grenadines","2032","Instant replacement zero migration","109.302"
"Saint Vincent and the Grenadines","2032","Median PI","104.417"
"Saint Vincent and the Grenadines","2032","Upper 80 PI","106.426"
"Saint Vincent and the Grenadines","2032","Lower 80 PI","102.196"
"Saint Vincent and the Grenadines","2032","Upper 95 PI","107.661"
"Saint Vincent and the Grenadines","2032","Lower 95 PI","100.929"
"Saint Vincent and the Grenadines","2031","Medium","104.376"
"Saint Vincent and the Grenadines","2031","High","106.585"
"Saint Vincent and the Grenadines","2031","Low","102.162"
"Saint Vincent and the Grenadines","2031","Constant fertility","104.594"
"Saint Vincent and the Grenadines","2031","Instant replacement","106.637"
"Saint Vincent and the Grenadines","2031","Zero migration","106.461"
"Saint Vincent and the Grenadines","2031","Constant mortality","101.088"
"Saint Vincent and the Grenadines","2031","No change","101.308"
"Saint Vincent and the Grenadines","2031","Momentum","105.456"
"Saint Vincent and the Grenadines","2031","Instant replacement zero migration","108.761"
"Saint Vincent and the Grenadines","2031","Median PI","104.376"
"Saint Vincent and the Grenadines","2031","Upper 80 PI","106.201"
"Saint Vincent and the Grenadines","2031","Lower 80 PI","102.37"
"Saint Vincent and the Grenadines","2031","Upper 95 PI","107.26"
"Saint Vincent and the Grenadines","2031","Lower 95 PI","101.266"
"Saint Vincent and the Grenadines","2030","Medium","104.322"
"Saint Vincent and the Grenadines","2030","High","106.243"
"Saint Vincent and the Grenadines","2030","Low","102.397"
"Saint Vincent and the Grenadines","2030","Constant fertility","104.501"
"Saint Vincent and the Grenadines","2030","Instant replacement","106.334"
"Saint Vincent and the Grenadines","2030","Zero migration","106.166"
"Saint Vincent and the Grenadines","2030","Constant mortality","101.413"
"Saint Vincent and the Grenadines","2030","No change","101.592"
"Saint Vincent and the Grenadines","2030","Momentum","105.29"
"Saint Vincent and the Grenadines","2030","Instant replacement zero migration","108.21"
"Saint Vincent and the Grenadines","2030","Median PI","104.322"
"Saint Vincent and the Grenadines","2030","Upper 80 PI","105.965"
"Saint Vincent and the Grenadines","2030","Lower 80 PI","102.542"
"Saint Vincent and the Grenadines","2030","Upper 95 PI","106.87"
"Saint Vincent and the Grenadines","2030","Lower 95 PI","101.585"
"Saint Vincent and the Grenadines","2029","Medium","104.251"
"Saint Vincent and the Grenadines","2029","High","105.884"
"Saint Vincent and the Grenadines","2029","Low","102.617"
"Saint Vincent and the Grenadines","2029","Constant fertility","104.394"
"Saint Vincent and the Grenadines","2029","Instant replacement","106.017"
"Saint Vincent and the Grenadines","2029","Zero migration","105.857"
"Saint Vincent and the Grenadines","2029","Constant mortality","101.735"
"Saint Vincent and the Grenadines","2029","No change","101.878"
"Saint Vincent and the Grenadines","2029","Momentum","105.124"
"Saint Vincent and the Grenadines","2029","Instant replacement zero migration","107.647"
"Saint Vincent and the Grenadines","2029","Median PI","104.25"
"Saint Vincent and the Grenadines","2029","Upper 80 PI","105.697"
"Saint Vincent and the Grenadines","2029","Lower 80 PI","102.703"
"Saint Vincent and the Grenadines","2029","Upper 95 PI","106.483"
"Saint Vincent and the Grenadines","2029","Lower 95 PI","101.868"
"Saint Vincent and the Grenadines","2028","Medium","104.161"
"Saint Vincent and the Grenadines","2028","High","105.505"
"Saint Vincent and the Grenadines","2028","Low","102.817"
"Saint Vincent and the Grenadines","2028","Constant fertility","104.272"
"Saint Vincent and the Grenadines","2028","Instant replacement","105.685"
"Saint Vincent and the Grenadines","2028","Zero migration","105.546"
"Saint Vincent and the Grenadines","2028","Constant mortality","102.05"
"Saint Vincent and the Grenadines","2028","No change","102.162"
"Saint Vincent and the Grenadines","2028","Momentum","104.962"
"Saint Vincent and the Grenadines","2028","Instant replacement zero migration","107.088"
"Saint Vincent and the Grenadines","2028","Median PI","104.161"
"Saint Vincent and the Grenadines","2028","Upper 80 PI","105.41"
"Saint Vincent and the Grenadines","2028","Lower 80 PI","102.852"
"Saint Vincent and the Grenadines","2028","Upper 95 PI","106.091"
"Saint Vincent and the Grenadines","2028","Lower 95 PI","102.141"
"Saint Vincent and the Grenadines","2027","Medium","104.062"
"Saint Vincent and the Grenadines","2027","High","105.117"
"Saint Vincent and the Grenadines","2027","Low","103.007"
"Saint Vincent and the Grenadines","2027","Constant fertility","104.145"
"Saint Vincent and the Grenadines","2027","Instant replacement","105.346"
"Saint Vincent and the Grenadines","2027","Zero migration","105.222"
"Saint Vincent and the Grenadines","2027","Constant mortality","102.357"
"Saint Vincent and the Grenadines","2027","No change","102.441"
"Saint Vincent and the Grenadines","2027","Momentum","104.804"
"Saint Vincent and the Grenadines","2027","Instant replacement zero migration","106.517"
"Saint Vincent and the Grenadines","2027","Median PI","104.062"
"Saint Vincent and the Grenadines","2027","Upper 80 PI","105.118"
"Saint Vincent and the Grenadines","2027","Lower 80 PI","102.969"
"Saint Vincent and the Grenadines","2027","Upper 95 PI","105.675"
"Saint Vincent and the Grenadines","2027","Lower 95 PI","102.404"
"Saint Vincent and the Grenadines","2026","Medium","103.952"
"Saint Vincent and the Grenadines","2026","High","104.772"
"Saint Vincent and the Grenadines","2026","Low","103.132"
"Saint Vincent and the Grenadines","2026","Constant fertility","104.009"
"Saint Vincent and the Grenadines","2026","Instant replacement","104.997"
"Saint Vincent and the Grenadines","2026","Zero migration","104.889"
"Saint Vincent and the Grenadines","2026","Constant mortality","102.663"
"Saint Vincent and the Grenadines","2026","No change","102.722"
"Saint Vincent and the Grenadines","2026","Momentum","104.653"
"Saint Vincent and the Grenadines","2026","Instant replacement zero migration","105.942"
"Saint Vincent and the Grenadines","2026","Median PI","103.952"
"Saint Vincent and the Grenadines","2026","Upper 80 PI","104.802"
"Saint Vincent and the Grenadines","2026","Lower 80 PI","103.054"
"Saint Vincent and the Grenadines","2026","Upper 95 PI","105.259"
"Saint Vincent and the Grenadines","2026","Lower 95 PI","102.616"
"Saint Vincent and the Grenadines","2025","Medium","103.823"
